Rxnorm	description
857511	chlorpheniramine polistirex 4 MG / hydrocodone polistirex 5 MG Extended Release O
857512	12 HR chlorpheniramine polistirex 8 MG / hydrocodone polistire
857513	chlorpheniramine polistirex 8 MG / hydrocodone polistirex 10 MG Extended Release
857515	12 HR guaifenesin 1000 MG / hydrocodone bitartrate 10 MG Extended Release Oral Ta
857516	guaifenesin 1000 MG / hydrocodone bitartrate 10 MG Extended Release Oral Tablet
857517	12 HR guaifenesin 1200 MG / hydrocodone bitartrate 10 MG Extended Release Oral Ta
857518	guaifenesin 1200 MG / hydrocodone bitartrate 10 MG Extended Release Oral Tablet
857519	12 HR guaifenesin 575 MG / hydrocodone bitartrate 5 MG Extended Release Oral Tabl
857520	guaifenesin 575 MG / hydrocodone bitartrate 5 MG Extended Release Oral Tablet
857521	12 HR guaifenesin 600 MG / hydrocodone bitartrate 5 MG Extended Release Oral Tabl
857522	guaifenesin 600 MG / hydrocodone bitartrate 5 MG Extended Release Oral Tablet
857523	ASA 224 MG / Caffeine 32 MG / Hydrocodone Bitartrate 5 MG Oral Tablet
857524	hydrocodone bitartrate 7 MG
857525	ASA 325 MG / Hydrocodone Bitartrate 7 MG Oral Tablet
857526	aspirin 500 MG / hydrocodone bitartrate 5 MG [Alor]
857527	Alor 5/500 (hydrocodone / acetaminophen) Oral Tablet
857528	aspirin 500 MG / hydrocodone bitartrate 5 MG [Azdone]
857529	ASA 500 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Azdone]
857530	aspirin 500 MG / hydrocodone bitartrate 5 MG [Damason-P]
857531	ASA 500 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Damason-P]
857532	aspirin 500 MG / hydrocodone bitartrate 5 MG [Panasal]
857533	ASA 500 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Panasal]
857537	hydrocodone bitartrate 3 MG
857538	acetaminophen 500 MG / hydrocodone bitartrate 3 MG Oral Tablet
857540	acetaminophen 500 MG / hydrocodone bitartrate 7 MG Oral Tablet
857555	hydrocodone bitartrate 0.34 MG/ML
857581	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephr
857583	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephr
857586	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephr
857587	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephe
857589	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephe
857590	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephe
857592	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephe
857594	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephe
857595	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrin
857597	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrin
857598	brompheniramine maleate 0.6 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephe
857608	brompheniramine 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine HCl
857610	brompheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephr
857612	brompheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephr
857714	hydrocodone bitartrate 1.5 MG/ML
857716	brompheniramine maleate 1.2 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrin
857718	brompheniramine maleate 1.2 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrin
857719	hydrocodone bitartrate 1.2 MG/ML
857723	chlorpheniramine maleate 0.2 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
857725	chlorpheniramine maleate 0.2 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
857726	chlorpheniramine maleate / guaifenesin / hydrocodone bitartrate / pseudophedrine
857729	chlorpheniramine / guaifenesin / hydrocodone / pseudoephedrine Oral Solution [ZTuss]
857730	chlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / hydrocodone bitartrat
857732	chlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / hydrocodone bitartrat
857733	hydrocodone bitartrate 0.334 MG/ML
857734	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenyle
857736	Chemdal HD (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 1.67 MG / phenylephrine HCl 5 MG) per 5 ML Oral Solution
857738	Chlorphen HD (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 1.67 MG / phenylephrine HCl 5 MG) per 5 ML Oral Solution
857740	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Cyndal HD]
857742	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Duradal HD]
857744	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Ed-TLC]
857746	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Efasin-HD]
857748	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Endagen-HD]
857750	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Endal-HD]
857752	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Enditussin-HD]
857754	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Endotuss-HD]
857756	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Guiaphen HD]
857758	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [HIST-HC]
857760	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Hydrocodone HD]
857762	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Hyphen-HD]
857764	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Iodal HD]
857766	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [KG-Dal HD]
857768	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Med-Hist-HC]
857771	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Phendal-HD]
857772	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Phendal-HD]
857822	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Quindal HD]
857824	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Rindal-HD]
857827	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Tuss-PD]
857828	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Tuss-PD]
857830	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Triant-HC]
857832	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Uni-Tricof HC]
857834	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Vanex-HD]
857835	hydrocodone bitartrate 0.4 MG/ML
857836	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenyleph
857839	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenyleph
857841	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Endal-HD]
857845	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Hydro-PC II]
857847	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Quindal HD]
857848	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
857850	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
857851	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
857853	Atuss HD (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 2.5 MG / phenyle
857859	Chemdal HD Plus (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 2.5 MG /
857861	Chemtussin HC (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 2.5 MG / ph
857864	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
857866	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
857875	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
857877	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858086	fentanyl Buccal Film
858087	Fentanyl 1.2 mg buccal film
858089	fentanyl 1.2 MG [Onsolis]
858090	fentanyl Buccal Film [Onsolis]
858091	fentanyl 1.2 MG Buccal Film [Onsolis]
858092	fentanyl (as fentanyl citrate) 200 MCG Buccal Film
858093	fentanyl 0.2 MG [Onsolis]
858094	fentanyl 0.2 MG Buccal Film [Onsolis]
858095	fentanyl 0.4 MG Buccal Film
858096	fentanyl 0.4 MG [Onsolis]
858097	fentanyl 0.4 MG Buccal Film [Onsolis]
858098	fentanyl 0.6 MG Buccal Film
858099	fentanyl 0.6 MG [Onsolis]
858100	fentanyl 0.6 MG Buccal Film [Onsolis]
858101	fentanyl 0.8 MG Buccal Film
858102	fentanyl 0.8 MG [Onsolis]
858103	fentanyl 0.8 MG Buccal Film [Onsolis]
858757	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858760	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Echotuss-HC]
858761	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858763	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858764	hydrocodone bitartrate 2 MG/ML
858769	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858770	hydrocodone bitartrate 2.5 MG / ibuprofen 200 MG Oral Tablet
858771	hydrocodone bitartrate 2.5 MG / ibuprofen 200 MG [Reprexain]
858772	hydrocodone bitartrate 2.5 MG / ibuprofen 200 MG Oral Tablet [
858774	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858777	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858778	hydrocodone bitartrate 5 MG / ibuprofen 200 MG Oral Tablet
858779	hydrocodone bitartrate 5 MG / ibuprofen 200 MG [Ibudone]
858780	hydrocodone bitartrate 5 MG / ibuprofen 200 MG Oral Tablet [Ib
858782	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858783	hydrocodone bitartrate 5 MG / ibuprofen 200 MG [Reprexain]
858784	hydrocodone bitartrate 5 MG / ibuprofen 200 MG Oral Tablet [Reprexain]
858788	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858795	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858797	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858798	hydrocodone bitartrate 7.5 MG / ibuprofen 200 MG Oral Tablet
858799	hydrocodone bitartrate 7.5 MG / ibuprofen 200 MG [Reprexain]
858800	hydrocodone bitartrate 7.5 MG / ibuprofen 200 MG Oral Tablet [Reprexain]
858802	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858832	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858835	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Liquitussin HC]
858836	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858837	hydrocodone bitartrate 7.5 MG / ibuprofen 200 MG [Vicoprofen]
858838	hydrocodone bitartrate 7.5 MG / ibuprofen 200 MG Oral Tablet [
858840	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858847	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858851	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858854	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858856	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858863	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858866	carbinoxamine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine
858871	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858875	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
858880	carbinoxamine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrin
858895	carbinoxamine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine
858897	carbinoxamine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine
858898	dexbrompheniramine maleate 0.2 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyle
858900	Cytuss-HC NR (dexbrompheniramine maleate 1 MG / hydrocodone bitartrate 2.5 MG / p
858901	C-Cof HC 2mg-2.5mg-15mg/5ml Syrup
858903	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858905	dexbrompheniramine maleate 0.2 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyle
858909	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858912	A-G Tussin 2/2.5/30 (chlorpheniramine / hydrocodone / pseudoephedrine) per 5 ML O
858919	Amtussin 2/2.5/30 (chlorpheniramine / hydrocodone / pseudoephedrine) per 5 ML Ora
858922	hydrocodone bitartrate 0.8 MG/ML
858930	Ammonium Chloride/Chlorpheniramine Maleate/Hydrocodone Bitartrate/Phenindamine Ta
858932	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858937	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858939	guaiacolsulfonate 24 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution
858944	guaiacolsulfonate 24 MG/ML / hydrocodone bitartrate 0.5 MG/ML [Hydron EX]
858945	guaiacolsulfonate 24 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution [Hydr
858947	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858948	guaiacolsulfonate 24 MG/ML / hydrocodone bitartrate 0.5 MG/ML [Mintuss EX]
858949	guaiacolsulfonate 24 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution [Mint
858951	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858952	hydrocodone bitartrate 0.6 MG/ML
858953	Atuss NX 3mg-150mg/5ml Syrup
858955	guaiacolsulfonate 30 MG/ML / hydrocodone bitartrate 0.6 MG/ML Oral Solution [Mintuss NX]
858957	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858958	guaiacolsulfonate 175 MG/ / hydrocodone bitartrate 2.5 MG per 5 ML Oral Solution
858959	guaiacolsulfonate 35 MG/ML / hydrocodone bitartrate 0.5 MG/ML [M Clear Jr Reformu
858960	guaiacolsulfonate 35 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution [M Cl
858962	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858966	hydrocodone bitartrate 0.9 MG/ML
858967	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 0.9 MG/ML Oral Solution
858968	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 0.9 MG/ML
858969	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 0.9 MG/ML
858971	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858974	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858975	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 0.9 MG/ML [Prolex DH]
858976	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 0.9 MG/ML Oral Solution [Prol
858978	Hydro-Pro D 5mg-300mg-30mg/5ml Solution
858984	Hydrocodone Bitartrate 1 MG/ML / K+ guaiacolsulfonate 60 MG/ML / Pseudoephedrine
858986	Hydrocodone Bitartrate 1 MG/ML / K+ guaiacolsulfonate 60 MG/ML / Pseudoephedrine
858988	Hydrocodone Bitartrate 1 MG/ML / K+ guaiacolsulfonate 60 MG/ML / Pseudoephedrine
858990	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
858991	guaiacolsulfonate 300 MG / hydrocodone bitartrate 5 MG per 5 ML Oral Solution
858992	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML [Atuss EX]
858993	Atuss EX (guaiacolsulfonate 300 MG / hydrocodone bitartrate 5 MG) per 5 ML Oral S
858997	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML [Entuss Expectorant]
858998	Entuss Expectorant (guaiacolsulfonate 300 MG / hydrocodone bitartrate 5 MG) per 5
859001	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML [Hydone Formula Liqui
859002	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hydone
859003	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Soluti
859005	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Soluti
859011	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoeph
859013	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Genecof HC]
859014	Hydrocof-HC
859016	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Hydrocof-HC]
859017	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Hydrocof-HC]
859018	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML [Hydron KGS]
859019	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hydron
859021	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Hydrotuss HC]
859023	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Pancof HC]
859025	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Welltuss HC]
859026	hydrocodone bitartrate 0.7 MG/ML
859027	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.7 MG/ML / phenyleph
859029	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.7 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Hydro-PC II]
859031	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.7 MG/ML / phenylephrine hydrochloride 1.7 MG/ML Oral Solution [Rindal-HD]
859036	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.8 MG/ML / phenyleph
859038	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.8 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Notuss PD]
859067	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML [Marcof Expectorant]
859068	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Marcof
859071	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML [Procof]
859072	guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Procof
